university_name,course_name,abbrv,direct_entry_requirements,utme_requirements,subjects
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,CYBER SECURITY,ELIZADE,"i)      Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,ECONOMICS,ELIZADE,"Two (2)'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5)SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies/Islamic Studies."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,ELECTRICAL /ELECTRONICS ENGINEERING,ELIZADE,"Two (2) 'A' Level passes in Mathematics, Physics or Chemistry","Five (5) SSC credit passes to include Mathematics, Physics, Chemistry, English Language and any other Science subject.","Mathematics, Physics and Chemistry"
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,ENGLISH LANGUAGE,ELIZADE,Two (2) ‘A’ Level passes to include Literature in English and one other Arts subject.,"Five (5) SSC credit passes to include Literature in English, English Language and three other Arts or Social Science subjects.","Literature in English, one other Arts subject and another Arts or Social Science subject."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY,ELIZADE,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,ESTATE MANAGEMENT,ELIZADE,"Two (2) ‘A’ Level passes in Mathematics, Economics, Geography, Biology and Physics.","Five (5) SSCE credit passes including Chemistry, Mathematics and English Language.","Mathematics, Economics and one other subject"
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,HISTORY & DIPLOMATIC STUDIES,ELIZADE,Two (2) 'A' Level passes/NCE (upper credit) in History/ Government and any other related subject.,"Five (5) SSC credit passes to include English Language, Geography, Government/History.",History/Government and any other two (2) subjects from the Arts and Social Sciences.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,HOTEL MANAGEMENT & TOURISM,ELIZADE,.,"Five (5) SSC credit passes in English Language, Geography and any three (3) from Arts or Social Science subjects with 'O' Level pass in Mathematics.",Geography and any two (2) other Arts or Social Science subjects.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,HUMAN ANATOMY,ELIZADE,[Not Available],[Not Available],[Not Available]
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,HUMAN PHYSIOLOGY,ELIZADE,[Not Available],[Not Available],[Not Available]
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,HUMAN RESOURCES MANAGEMENT,ELIZADE,"Two (2) 'A' Level passes chosen from Economics, Accounting, Business Management, Government, Geography and Statistics.","Five (5) SSC credit passes including English Language, Mathematics, Economics plus any two (2) subjects listed under the Direct Entry column.","Mathematics, Economics plus one (1) other subject."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,INDUSTRIAL & PRODUCTION ENGINEERING,ELIZADE,'A' Level passes in Mathematics and Physics.,"Five (5) SSC credit passes to include Mathematics, Physics, Chemistry, English Language and any other Science subject.","Mathematics, Physics and Chemistry."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,INFORMATION & COMMUNICATION TECH ENGINEERING,ELIZADE,'A' Level passes/ND and HND in relevant subjects into 200 and 300 levels.,"Five (5) SSC credit passes including English Language, Economics and Mathematics.","Mathematics, Economics and any one of Account, Commerce and Government"
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,INTERNATIONAL RELATIONS & DIPLOMACY,ELIZADE,Two (2) 'A' Level passes/NCE (upper credit) in History/ Government and any other related subject.,"Five (5) SSC credit passes to include English Language, Geography, Government/History.",History/Government and any other two (2) subjects from the Arts and Social Sciences.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,LAW,ELIZADE,"Two (2)'A' Level passes in Arts or Social Science subjects.

(ii)   NCE/ND/First Degree (Second Class Lower).","Five (5)'O' Level credit passes to include English Language, Literature in English and Mathematics.",Any three (3) Arts or Social Science subjects.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,MASS COMMUNICATION,ELIZADE,Two (2) 'A' Level passes in Arts or Social Science subjects.,Five (5) SSC credit passes in English Language and four (4) other subjects in Arts or Social Sciences.,Any three (3) from Arts or Social Science subjects.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,MATHEMATICS,ELIZADE,") Two (2) 'A' Level passes in Mathematics and any other science subject.

(ii)           NCE merit in Mathematics and one (1) of Physics, Chemistry or Economics","Five (5) SSC credit passes including English Language, Mathematics and Physics or Chemistry.","Mathematics and any two (2) of Physics, Chemistry and Economics or Geography."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,MECHANICAL ENGINEERING,ELIZADE,"(i)        Two (2) 'A' Level passes from Chemistry, Physics and Mathematics.

(ii)       ND upper credit, NCE technical and HND in Mech. Engineering.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and any other Science subject.","Mathematics, Physics and Chemistry."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,MEDICAL LABORATORY SCIENCE,ELIZADE,"'A' Level passes   to include Physics, Chemistry and Biology or Zoology","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology","Physics, Chemistry and Biology"
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,MICROBIOLOGY,ELIZADE,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,NURSING SCIENCE,ELIZADE,"(i)              'A' Level passes in any two (2) of Physics, Chemistry, Biology and Mathematics

(ii)            ND Upper Credit in Prosthesis and Orthopaedic Technology.




(i)              Two (2) 'A' Level passes in Biology/ Zoology, Chemistry and Physics plus  three (3) other 'O' Level credit passes in Mathematics, Physics and English Language.

(ii)            NRN or its approved equivalent plus five (5) 'O' Level credit passes  in English Language and four (4) Science subjects chosen from Mathematics, Physics, Chemistry, Biology, Human Anatomy, Physiology and Hygiene, Health Science, Further Mathematics and General Science.","Five (5) SSC credit passes including English Language, Physics, Mathematics, Chemistry and Biology.","Chemistry, Biology and Physics."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,OFFICE & INFORMATION MANAGEMENT,ELIZADE,"Two (2) 'A' Level passes chosen from Economics, Accounting and Business Management.","Five (5) SSC credit passes in English Language, Economics and three (3) other subjects plus at least a pass in Mathematics. For NBC holders, three (3) other Subjects could be from any of the following: Office Practice, Secretarial Duties, Principles of Accounts, Shorthand 80 WPM and Typewriting 35 WPM.",Economics and Two (2) other subjects.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,PERFORMING ARTS,ELIZADE,"Two (2) ‘A’ Level passes in Arts, Social Sciences or Science subjects.",Five (5) SSC credit passes to include English Language and Arts subjects.,Literature in English and two (2) other relevant subjects.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,PHYSICS,ELIZADE,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,PHYSICS WITH ELECTRONICS,ELIZADE,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,POLITICAL SCIENCE,ELIZADE,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Government or History plus two (2) other Social Science/Arts subjects.
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,QUANTITY SURVEYING,ELIZADE,"Two (2) 'A' Level passes chosen from Mathematics or Physics and Chemistry, Geography or Fine Arts.

(ii) ND/HND upper credits in relevant field.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and any of Fine Art, Geography or Wood Work, Biology, Economics, Technical Drawing, Further. Mathematics., Introduction to Building Construction, Bricklaying/Block laying, Concreting, Wall, Floors and Ceiling Finishing, Joinery, Carpentary, Decorative Painting, Lining, Sign and Design, Wall Hanging, Colour Mixing/Matching and Glazing, Ceramics, Graphics Design, Graphic Printing, Basic Electricity.","Physics, Mathematics, and any of Chemistry, Geography, Art, Biology and Economics."
ELIZADE UNIVERSITY ILARA MOKIN ONDO STATE,SOCIOLOGY,ELIZADE,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Three (3) Social Science or Arts subjects.
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,ACCOUNTING,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,ARCHITECTURE,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,BUILDING,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,COMPUTER SCIENCE,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,CRIMINOLOGY & SECURITY STUDIES,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,CYBER SECURITY,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,ECONOMICS,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,ENTREPRENEURSHIP,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,ENVIRONMENTAL MANAGEMENT,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,ESTATE MANAGEMENT,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,INFORMATION & COMMUNICATION TECHNOLOGY,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,INTERNATIONAL RELATIONS AND DIPLOMACY,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,MASS COMMUNICATION,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,PEACE AND CONFLICT STUDIES,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,QUANTITY SURVEYING,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,SURVEYING AND GEO-INFORMATICS,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,TAXATION,SAM-MARIS,[Not Available],[Not Available],[Not Available]
SAM MARIS UNIVERSITY SUPARE AKOKO ONDO STATE,URBAN AND REGIONAL PLANNING,SAM-MARIS,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,ACCOUNTING,WESLEYUNI,Two (2)'A' Level passes including Economics.,"Five (5) SSC credit passes including English Language, Mathematics, Economics and two (2) other relevant subjects.","Mathematics, Economics and any other Social Science subject"
WESLEY UNIVERSITY ONDO ONDO STATE,AGRICULTURE,WESLEYUNI,"Two (2) ‘A’ Level passes in Chemistry and one from Biology/Botany/Zoology/Agricultural Science, Economics, Physics, Geography and Geology/Mathematics (Pure & Applied).","Five (5) SSC credit passes to include English Language, Biology/Agricultural Science, Chemistry and  any one of Mathematics, Physics, Geography and  Economics.","Chemistry, Biology/Agriculture and any one of Physics or Mathematics."
WESLEY UNIVERSITY ONDO ONDO STATE,APPLIED BOLOGY & BIOTECHNOLOGY,WESLEYUNI,Two (2) 'A' Level passes in Biology and either Chemistry or Physics.,"Five (5) SSC credit passes  in English Language, Biology, Mathematics, Chemistry and any one (1) of  Health  Science, Statistics, Physics and Geography.","Chemistry, Biology and either Physics or Mathematics."
WESLEY UNIVERSITY ONDO ONDO STATE,BANKING & FINANCE,WESLEYUNI,"(i) Two (2)'A' Level passes in Accounting or Economics and one other subject.

(ii) NCE merit in relevant subjects.

(iii) ND credit.

(iv) Foundation International exam such as ICAN, ACCA, ICMA, GPFA.","Five (5)SSC credit passes including

English Language, Mathematics, Economics and two (2) other relevant subjects.","Mathematics, one Social Science subject and any other subject"
WESLEY UNIVERSITY ONDO ONDO STATE,BIOCHEMISTRY,WESLEYUNI,"Two (2) 'A' Level passes chosen from Chemistry, Mathematics, Physics and Biology.

 

NCE/ND/HND in related programmes plus the UTME requirements.","Five (5) SSC credit passes in English Language, Chemistry, Mathematics, Physics and Biology.","Biology, Chemistry and Physics or Mathematics."
WESLEY UNIVERSITY ONDO ONDO STATE,BUSINESS ADMINISTRATION,WESLEYUNI,Two (2)'A' Level passes including Economics.,"Five (5) SSC credit passes including English Language, Mathematics, Economics and two (2) other relevant subjects.","Mathematics, Economics and any other Social Science subject"
WESLEY UNIVERSITY ONDO ONDO STATE,CHEMISTRY,WESLEYUNI,"i)  Two (2) 'A' Level passes in Chemistry and any one (1) of Physics, Mathematics or Biology.

 

(ii)   ND/NCE with good grades in relevant 'O' Level subjects.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Chemistry and two (2) of Physics, Biology and Mathematics."
WESLEY UNIVERSITY ONDO ONDO STATE,COMMUNITY HEALTH,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,COMPUTER SCIENCE,WESLEYUNI,")       Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
WESLEY UNIVERSITY ONDO ONDO STATE,EARLY CHILDHOOD EDUCATION,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,ECONOMICS,WESLEYUNI,"Two (2)'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5)SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies/Islamic Studies."
WESLEY UNIVERSITY ONDO ONDO STATE,EDUCATION & CHRISTIAN RELIGIOUS STUDIES,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,EDUCATION AND GEOGRAPHY,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,EDUCATION AND SOCIAL STUDIES,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,ELECTRONICS,WESLEYUNI,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
WESLEY UNIVERSITY ONDO ONDO STATE,ENGLISH AND LITERARY STUDIES,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,ENVRIONMENTAL SCIENCE AND TECHNOLOGY,WESLEYUNI,"Two (2) 'A' Level passes or NCE in Biology, Zoology or Botany and one other Science subject","Five (5) SSC credit passes in English Language, Mathematics, Biology and two (2) other Science subject.","Biology and any two (2) of Physics, Chemistry and Mathematics."
WESLEY UNIVERSITY ONDO ONDO STATE,ESTATE MANAGEMENT,WESLEYUNI,"Two (2) ‘A’ Level passes in Mathematics, Economics, Geography, Biology and Physics.","Five (5) SSCE credit passes including Chemistry, Mathematics and English Language.","Mathematics, Economics and one other subject"
WESLEY UNIVERSITY ONDO ONDO STATE,FOOD SCIENCE & TECHNOLOGY,WESLEYUNI,"(i)       'A' Level passes in two (2) of Physics Chemistry, and Mathematics.

(ii)     ND/HND upper credit in relevant programmes.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and any other Science subject.","Mathematics, Chemistry and Physics or Biology."
WESLEY UNIVERSITY ONDO ONDO STATE,GEOLOGY,WESLEYUNI,"(i) Two (2) 'A' Level passes from Geology, Chemistry, Mathematics, Physics, Biology and Geography.","Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and any other subject.","Any three (3) of Chemistry, Physics, Mathematics, Biology and Geography."
WESLEY UNIVERSITY ONDO ONDO STATE,HOME ECONOMICS & FOOD MANAGEMENT,WESLEYUNI,"Two (2) ‘A’ Level passes or equivalents in Chemistry and Biology/Botany/

Agricultural Science/Economics/

Physics/Mathematics/

Geography/Accounting","Five (5) SSC credit passes in Chemistry, Biology/Agricultural Science, Mathematics, Physics, English Language and any one of Nutrition, Fine Arts, Textile, Construction, Technical Drawing, Basic Electricity, Basic Catering and Food  Services, Bakery and Confectioneries, General Metal Work, Men Garment Construction and Finishing, Spinning,  Weaving, Surface Design and Printing, Bleaching, Dyeing and Finishing, Ladies Garment Construction and Finishing.","Chemistry, Biology/Agriculture and Mathematics/Physics or one (1) Social Science subject."
WESLEY UNIVERSITY ONDO ONDO STATE,HOME ECONOMICS AND FOOD MANAGEMENT,WESLEYUNI,"i) At least 2 'A' Level passes in Chemistry, Agricultural Science or Biology, Physics or Home Economics.

(ii) NCE credit/merit and ND credit in addition to five (5) credit in SSC or equivalents","Five (5) credits at SSC or equivalent in English, Mathematics, Chemistry, Agricultural Science or Biology or Home Economics, and any other science subject, preferably Physics.","Biology, Chemistry and any other Science subject."
WESLEY UNIVERSITY ONDO ONDO STATE,HOTEL MANAGEMENT & TOURISM,WESLEYUNI,"(i) At least 2 'A' Level passes in Chemistry, Agricultural Science or Biology, Physics or Home Economics.

(ii) NCE credit/merit and ND credit in addition to five (5) credit in SSC or equivalents","Five (5) credits at SSC or equivalent in English, Mathematics, Chemistry, Agricultural Science or Biology or Home Economics, and any other science subject, preferably Physics","Biology, Chemistry and any other Science subject."
WESLEY UNIVERSITY ONDO ONDO STATE,HOTEL MANAGEMENT AND TOURISM,WESLEYUNI,"Two (2) ‘A’ Level passes or equivalents in Chemistry and Biology/Botany/

Agricultural Science/Economics/

Physics/Mathematics/

Geography/Accounting","Five (5) SSC credit passes in Chemistry, Biology/Agricultural Science, Mathematics, Physics, English Language and any one of Nutrition, Fine Arts, Textile, Construction, Technical Drawing, Basic Electricity, Basic Catering and Food  Services, Bakery and Confectioneries, General Metal Work, Men Garment Construction and Finishing, Spinning,  Weaving, Surface Design and Printing, Bleaching, Dyeing and Finishing, Ladies Garment Construction and Finishing.","Chemistry, Biology/Agriculture and Mathematics/Physics or one (1) Social Science subject."
WESLEY UNIVERSITY ONDO ONDO STATE,INDUSTRIAL CHEMISTRY,WESLEYUNI,"(i)    Two (2) 'A' Level passes in Chemistry and Mathematics

(ii)   ND in Science Technology or ND in relevant programmes with the UTME requirements.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Physics and Biology/Agricultural Science.","Chemistry, Mathematics and any of Physics/Biology/ Agricultural Science."
WESLEY UNIVERSITY ONDO ONDO STATE,INDUSTRIAL MATHEMATICS:,WESLEYUNI,"(i)    Two (2) 'A' Level passes from Mathematics, Physics, Economics or Chemistry.

(ii) NCE merit in relevant subjects.","Five (5) SSC credit passes in English Language, Mathematics, Physics and two (2) other Science subjects.","Mathematics and any two (2) of Physics, Chemistry, Economics, Biology and Agricultural Science."
WESLEY UNIVERSITY ONDO ONDO STATE,INSURANCE & ACTUARIAL SCIENCE,WESLEYUNI,"Two (2) ‘A’ Level passes chosen from Economics, Accounts, Business Management, Government, Geography or Statistics.","Five (5) SSC credit passes    including          English                Language, Mathematics, Economics plus any two(2) of Accounting, Business Methods, Commerce, Government, Geography and Statistics.","Mathematics, Economics and one (1) other subject."
WESLEY UNIVERSITY ONDO ONDO STATE,INTERNATIONAL RELATIONS AND DIPLOMACY,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,LAW,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,LIBRARY AND INFORMATION SCIENCE,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,MARINE BIOLOGY & FISHERIES,WESLEYUNI,Two (2) 'A' Level passes in Biology and Chemistry.,"Five (5) SSC credit passes to include English, Language, Mathematics, Biology, Chemistry and any other Science subject.","Biology, Chemistry & Physics or Mathematics."
WESLEY UNIVERSITY ONDO ONDO STATE,MASS COMMUNICATION,WESLEYUNI,Two (2) 'A' Level passes in Arts or Social Science subjects.,Five (5) SSC credit passes in English Language and four (4) other subjects in Arts or Social Sciences.,Any three (3) from Arts or Social Science subjects.
WESLEY UNIVERSITY ONDO ONDO STATE,MATHEMATICS,WESLEYUNI,") Two (2) 'A' Level passes in Mathematics and any other science subject.

(ii)           NCE merit in Mathematics and one (1) of Physics, Chemistry or Economics","Five (5) SSC credit passes including English Language, Mathematics and Physics or Chemistry.","Mathematics and any two (2) of Physics, Chemistry and Economics or Geography."
WESLEY UNIVERSITY ONDO ONDO STATE,MEDICAL LABORATORY SCIENCE,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,MICROBIOLOGY,WESLEYUNI,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
WESLEY UNIVERSITY ONDO ONDO STATE,NURSING SCIENCE,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,NUTRITION & DIETETICS,WESLEYUNI,"Two (2) ‘A’ Level passes in Chemistry, Biology and Agricultural Science, or Physics.","Five (5) SSC credit passes in Chemistry, Biology/Agricultural Science, Mathematics, Physics and English Language.","Chemistry, Biology/Agriculture and Mathematics/ Physics"
WESLEY UNIVERSITY ONDO ONDO STATE,NUTRITION AND DIETETICS,WESLEYUNI,"(i) At least 2 'A' Level passes in Chemistry, Agricultural Science or Biology, Physics or Home Economics.

(ii) NCE credit/merit and ND credit in addition to five (5) credit in SSC or equivalents","Five (5) credits at SSC or equivalent in English, Mathematics, Chemistry, Agricultural Science or Biology or Home Economics, and any other science subject, preferably Physics.","Biology, Chemistry and any other Science subject."
WESLEY UNIVERSITY ONDO ONDO STATE,PHYSICS,WESLEYUNI,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
WESLEY UNIVERSITY ONDO ONDO STATE,POLITICAL SCIENCE,WESLEYUNI,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Government or History plus two (2) other Social Science/Arts subjects.
WESLEY UNIVERSITY ONDO ONDO STATE,PUBLIC ADMINISTRATION,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,SOCIOLOGY,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,SPECIAL EDUCATION,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,STATISTICS,WESLEYUNI,"Two (2) 'A' Level passes to include Mathematics or Statistics.

NCE credit in relevant subjects.","Five (5) SSC credit passes to include English Language, Mathematics and at least three (3) subjects from Physics, Statistics, Chemistry, Further Mathematics, Economics and Geography.","Mathematics and any two (2) of Physics, Chemistry and Economics."
WESLEY UNIVERSITY ONDO ONDO STATE,THEATRE ARTS,WESLEYUNI,[Not Available],[Not Available],[Not Available]
WESLEY UNIVERSITY ONDO ONDO STATE,THEOLOGY,WESLEYUNI,Two (2) ‘A’ Level subjects to include Religious Studies (CRS/IRS).,Five (5) SSC credit passes to include English Language and CRS/IRS.,CRS/IRS and any other two (2) subjects.
WESLEY UNIVERSITY ONDO ONDO STATE,URBAN & REGIONAL PLANNING,WESLEYUNI,"(i)      Two (2) A’ LEVEL passes in Geography and Mathematics

ND/HND upper credit in Town Planning or related programmes plus UTME requirements are accepted","Five (5) SSC credit passes in English Language, Mathematics, Geography, and any two (2) of Physics, Chemistry, Economics, Government, Biology, Art, History, IRK/CRK, Social Studies and Tech Drawing.","Mathematics, Geography and one of Economics, Physics, Chemistry."
ACHIEVERS UNIVERSITY OWO ONDO STATE,ACCOUNTING,ACHIEVERS,Two (2)'A' Level passes including Economics.,"Five (5) SSC credit passes including English Language, Mathematics, Economics and two (2) other relevant subjects.","Mathematics, Economics and any other Social Science subject"
ACHIEVERS UNIVERSITY OWO ONDO STATE,ANATOMY,ACHIEVERS,"Two (2) 'A' Level passes chosen from Biology, Chemistry and Physics in addition to the UTME requirements.","Five (5) SSC credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and Physics."
ACHIEVERS UNIVERSITY OWO ONDO STATE,BANKING AND FINANCE,ACHIEVERS,"Two (2) 'A' Level passes chosen from Accounting, Economics, Management, Mathematics, Geography and Statistics.","Five (5) SSC credit passes to include: English Language, Mathematics and any other subjects. For NBC, the other two (2) relevant subjects could be from any of the following; Accounting, Principles of Accounts, Commerce, Office Practice and Economics.","Mathematics, Economics, plus any one (1) of Government and Geography."
ACHIEVERS UNIVERSITY OWO ONDO STATE,BIOCHEMISTRY,ACHIEVERS,"Two (2) 'A' Level passes chosen from Chemistry, Mathematics, Physics and Biology.

 

NCE/ND/HND in related programmes plus the UTME requirements.","Five (5) SSC credit passes in English Language, Chemistry, Mathematics, Physics and Biology.","Biology, Chemistry and Physics or Mathematics."
ACHIEVERS UNIVERSITY OWO ONDO STATE,BIOMEDICAL ENGINEERING,ACHIEVERS,"Two (2) 'A' Level passes in Chemistry and any one of Physics, Biology/ Zoology/Botany and Mathematics.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Physics, Chemistry and Biology."
ACHIEVERS UNIVERSITY OWO ONDO STATE,BOTANY,ACHIEVERS,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
